"V1","V2","V3","V4","V5","V6","peakTF"
6,28,6969,12372,0.999965662980735,0.210777044404376,"MAX_MDA-MB-231"
7,28,8778,12372,0.999999920019791,0.135818443591381,"MAX_liver"
8,28,10301,12372,0.999999999983734,0.0797309166944936,"MAX_P493-6"
7,28,8829,12372,0.999999939723642,0.133106936856695,"PTBP1_Hep-G2"
5,28,2632,12372,0.741152291431993,0.804123307700012,"ERF_HAEC"
4,28,3987,12372,0.991644154611337,0.349885608673906,"ERF_VCaP"
6,28,5555,12372,0.997401571070797,0.334004604909481,"SMARCA4_MCF-10A"
4,28,4043,12372,0.992670889736541,0.3427239953428,"SMARCA4_NSC"
1,28,1131,12372,0.931941260508199,0.367571523173289,"SMARCA4_SYO-1"
3,28,5139,12372,0.9999380784479,0.168430322890722,"SMARCA4_NCI-H1703"
6,28,2368,12372,0.453198427663968,1.15259121811872,"SMARCA4_501-mel"
10,28,8337,12372,0.999860131253562,0.268039306732494,"SMARCA4_CTV-1"
11,28,8839,12372,0.999910732471956,0.257742737052795,"SMARCA4_K-562"
6,28,6132,12372,0.999471252816144,0.276870872533412,"SMARCA4_J-Lat"
5,28,8088,12372,0.999999965257332,0.11461369332172,"TBL1XR1_Hep-G2"
5,28,5498,12372,0.999271678175239,0.2711648784038,"TBL1XR1_K-562"
6,28,7734,12372,0.999998353480068,0.162925751089331,"EGR1_GM12878"
